problem,language,submission_id,source_file,issue_id,severity,line,column,message,verbose_message,inconclusive,cwe,is_unused_code
gigel-si-raspandirea-vestilor,cpp,1344638167,gigel-si-raspandirea-vestilor/1344638167.cpp,shadowVariable,style,51,19,Local variable 'i' shadows outer variable,Local variable 'i' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1344638167,gigel-si-raspandirea-vestilor/1344638167.cpp,shadowVariable,style,70,13,Local variable 'i' shadows outer variable,Local variable 'i' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1344638167,gigel-si-raspandirea-vestilor/1344638167.cpp,shadowVariable,style,76,13,Local variable 'i' shadows outer variable,Local variable 'i' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1344638178,gigel-si-raspandirea-vestilor/1344638178.cpp,variableScope,style,13,7,The scope of the variable 'u' can be reduced.,"The scope of the variable 'u' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1344729495,gigel-si-raspandirea-vestilor/1344729495.cpp,useStlAlgorithm,style,42,17,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1344729501,gigel-si-raspandirea-vestilor/1344729501.cpp,useStlAlgorithm,style,42,17,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1361660446,gigel-si-raspandirea-vestilor/1361660446.cpp,unreadVariable,style,36,11,Variable 't' is assigned a value that is never used.,Variable 't' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1361673873,gigel-si-raspandirea-vestilor/1361673873.cpp,uninitMemberVarNoCtor,warning,16,9,Member variable 'Task::n' has no initializer.,"Member variable 'Task::n' has no initializer. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1361673873,gigel-si-raspandirea-vestilor/1361673873.cpp,uninitMemberVarNoCtor,warning,16,12,Member variable 'Task::m' has no initializer.,"Member variable 'Task::m' has no initializer. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1361673873,gigel-si-raspandirea-vestilor/1361673873.cpp,variableScope,style,39,13,The scope of the variable 'current' can be reduced.,"The scope of the variable 'current' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1361673873,gigel-si-raspandirea-vestilor/1361673873.cpp,noConstructor,style,4,1,The class 'Task' does not declare a constructor although it has private member variables which likely require initialization.,"The class 'Task' does not declare a constructor although it has private member variables which likely require initialization. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1361673873,gigel-si-raspandirea-vestilor/1361673873.cpp,constVariableReference,style,46,24,Variable 'neighbour' can be declared as reference to const,Variable 'neighbour' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1361673873,gigel-si-raspandirea-vestilor/1361673873.cpp,functionStatic,style,65,10,The member function 'Task::print_output' can be static.,The member function 'Task::print_output' can be static.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1361901748,gigel-si-raspandirea-vestilor/1361901748.cpp,uninitMemberVarPrivate,warning,16,5,Member variable 'Task::n' is not initialized.,"Member variable 'Task::n' is not initialized. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1361901748,gigel-si-raspandirea-vestilor/1361901748.cpp,uninitMemberVarPrivate,warning,16,5,Member variable 'Task::m' is not initialized.,"Member variable 'Task::m' is not initialized. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1361901748,gigel-si-raspandirea-vestilor/1361901748.cpp,functionStatic,style,57,10,The member function 'Task::print_output' can be static.,The member function 'Task::print_output' can be static.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1361905703,gigel-si-raspandirea-vestilor/1361905703.cpp,constVariableReference,style,41,20,Variable 'it' can be declared as reference to const,Variable 'it' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1361905703,gigel-si-raspandirea-vestilor/1361905703.cpp,uninitvar,warning,41,25,Uninitialized variable: adj,Uninitialized variable: adj,false,457,False
gigel-si-raspandirea-vestilor,cpp,1378033463,gigel-si-raspandirea-vestilor/1378033463.cpp,shadowVariable,style,24,13,Local variable 'x' shadows outer variable,Local variable 'x' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378033499,gigel-si-raspandirea-vestilor/1378033499.cpp,shadowVariable,style,27,13,Local variable 'x' shadows outer variable,Local variable 'x' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378064375,gigel-si-raspandirea-vestilor/1378064375.cpp,uninitMemberVarPrivate,warning,26,5,Member variable 'Solution::n' is not initialized.,"Member variable 'Solution::n' is not initialized. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1378128663,gigel-si-raspandirea-vestilor/1378128663.cpp,useStlAlgorithm,style,35,19,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378146373,gigel-si-raspandirea-vestilor/1378146373.cpp,constParameterReference,style,7,66,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378148743,gigel-si-raspandirea-vestilor/1378148743.cpp,useStlAlgorithm,style,28,16,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378149448,gigel-si-raspandirea-vestilor/1378149448.cpp,useStlAlgorithm,style,40,17,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378153997,gigel-si-raspandirea-vestilor/1378153997.cpp,unreadVariable,style,10,12,Variable 'nr' is assigned a value that is never used.,Variable 'nr' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1378153997,gigel-si-raspandirea-vestilor/1378153997.cpp,unreadVariable,style,20,20,Variable 'gasit' is assigned a value that is never used.,Variable 'gasit' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1378153997,gigel-si-raspandirea-vestilor/1378153997.cpp,useStlAlgorithm,style,51,13,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378153997,gigel-si-raspandirea-vestilor/1378153997.cpp,constParameterReference,style,7,67,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378154407,gigel-si-raspandirea-vestilor/1378154407.cpp,shadowVariable,style,21,14,Local variable 'i' shadows outer variable,Local variable 'i' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378154407,gigel-si-raspandirea-vestilor/1378154407.cpp,unreadVariable,style,23,12,Variable 'd[i]' is assigned a value that is never used.,Variable 'd[i]' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1378154407,gigel-si-raspandirea-vestilor/1378154407.cpp,unusedVariable,style,28,16,Unused variable: sq,Unused variable: sq,false,563,True
gigel-si-raspandirea-vestilor,cpp,1378154407,gigel-si-raspandirea-vestilor/1378154407.cpp,unusedVariable,style,30,9,Unused variable: cur_node,Unused variable: cur_node,false,563,True
gigel-si-raspandirea-vestilor,cpp,1378154978,gigel-si-raspandirea-vestilor/1378154978.cpp,useStlAlgorithm,style,41,23,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378155030,gigel-si-raspandirea-vestilor/1378155030.cpp,useStlAlgorithm,style,41,23,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378159875,gigel-si-raspandirea-vestilor/1378159875.cpp,unreadVariable,style,12,18,Variable 'lastNode' is assigned a value that is never used.,Variable 'lastNode' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1378159875,gigel-si-raspandirea-vestilor/1378159875.cpp,variableScope,style,12,9,The scope of the variable 'lastNode' can be reduced.,"The scope of the variable 'lastNode' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1378159875,gigel-si-raspandirea-vestilor/1378159875.cpp,constVariableReference,style,18,20,Variable 'adj' can be declared as reference to const,Variable 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1378159875,gigel-si-raspandirea-vestilor/1378159875.cpp,unreadVariable,style,22,26,Variable 'lastNode' is assigned a value that is never used.,Variable 'lastNode' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1378159875,gigel-si-raspandirea-vestilor/1378159875.cpp,constParameterReference,style,5,57,Parameter 'graf' can be declared as reference to const,Parameter 'graf' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1391770094,gigel-si-raspandirea-vestilor/1391770094.cpp,legacyUninitvar,error,29,20,Uninitialized variable: visited[id],Uninitialized variable: visited[id],false,457,False
gigel-si-raspandirea-vestilor,cpp,1391779743,gigel-si-raspandirea-vestilor/1391779743.cpp,constParameterReference,style,10,30,Parameter 'graph' can be declared as reference to const,Parameter 'graph' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1391827043,gigel-si-raspandirea-vestilor/1391827043.cpp,constVariableReference,style,32,19,Variable 'neigh' can be declared as reference to const,Variable 'neigh' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1391827197,gigel-si-raspandirea-vestilor/1391827197.cpp,constVariableReference,style,35,19,Variable 'neigh' can be declared as reference to const,Variable 'neigh' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1391827266,gigel-si-raspandirea-vestilor/1391827266.cpp,constVariableReference,style,35,19,Variable 'neigh' can be declared as reference to const,Variable 'neigh' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1391856285,gigel-si-raspandirea-vestilor/1391856285.cpp,useStlAlgorithm,style,37,18,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1391901145,gigel-si-raspandirea-vestilor/1391901145.cpp,uninitvar,warning,36,27,Uninitialized variable: adj,Uninitialized variable: adj,false,457,False
gigel-si-raspandirea-vestilor,cpp,1391905699,gigel-si-raspandirea-vestilor/1391905699.cpp,shadowVariable,style,36,18,Local variable 'j' shadows outer variable,Local variable 'j' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1391905699,gigel-si-raspandirea-vestilor/1391905699.cpp,shadowVariable,style,45,14,Local variable 'i' shadows outer variable,Local variable 'i' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1391930092,gigel-si-raspandirea-vestilor/1391930092.cpp,useStlAlgorithm,style,41,13,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1391997250,gigel-si-raspandirea-vestilor/1391997250.cpp,constVariableReference,style,18,20,Variable 'neigh' can be declared as reference to const,Variable 'neigh' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1392022530,gigel-si-raspandirea-vestilor/1392022530.cpp,useStlAlgorithm,style,44,17,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1392023423,gigel-si-raspandirea-vestilor/1392023423.cpp,useStlAlgorithm,style,35,17,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1392033851,gigel-si-raspandirea-vestilor/1392033851.cpp,useStlAlgorithm,style,41,18,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1392035383,gigel-si-raspandirea-vestilor/1392035383.cpp,constParameterReference,style,10,43,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1392035383,gigel-si-raspandirea-vestilor/1392035383.cpp,constVariableReference,style,19,20,Variable 'neigh' can be declared as reference to const,Variable 'neigh' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408414141,gigel-si-raspandirea-vestilor/1408414141.cpp,constParameterReference,style,11,43,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408414141,gigel-si-raspandirea-vestilor/1408414141.cpp,useStlAlgorithm,style,48,41,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408424869,gigel-si-raspandirea-vestilor/1408424869.cpp,unusedStructMember,style,10,9,struct member 'Entry::node' is never used.,struct member 'Entry::node' is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408424869,gigel-si-raspandirea-vestilor/1408424869.cpp,unusedStructMember,style,10,15,struct member 'Entry::k' is never used.,struct member 'Entry::k' is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408443978,gigel-si-raspandirea-vestilor/1408443978.cpp,uninitvar,warning,31,22,Uninitialized variable: adj,Uninitialized variable: adj,false,457,False
gigel-si-raspandirea-vestilor,cpp,1408450878,gigel-si-raspandirea-vestilor/1408450878.cpp,constParameterReference,style,9,49,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408454408,gigel-si-raspandirea-vestilor/1408454408.cpp,constParameterReference,style,10,57,Parameter 'graph' can be declared as reference to const,Parameter 'graph' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408454480,gigel-si-raspandirea-vestilor/1408454480.cpp,constParameterReference,style,10,57,Parameter 'graph' can be declared as reference to const,Parameter 'graph' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408454528,gigel-si-raspandirea-vestilor/1408454528.cpp,constParameterReference,style,10,57,Parameter 'graph' can be declared as reference to const,Parameter 'graph' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408457306,gigel-si-raspandirea-vestilor/1408457306.cpp,shadowVariable,style,27,17,Local variable 'v' shadows outer variable,Local variable 'v' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408457995,gigel-si-raspandirea-vestilor/1408457995.cpp,useStlAlgorithm,style,39,13,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408462092,gigel-si-raspandirea-vestilor/1408462092.cpp,uninitvar,warning,41,13,Uninitialized variable: t,Uninitialized variable: t,false,457,False
gigel-si-raspandirea-vestilor,cpp,1408462117,gigel-si-raspandirea-vestilor/1408462117.cpp,uninitvar,warning,43,13,Uninitialized variable: t,Uninitialized variable: t,false,457,False
gigel-si-raspandirea-vestilor,cpp,1408462126,gigel-si-raspandirea-vestilor/1408462126.cpp,uninitvar,warning,43,13,Uninitialized variable: t,Uninitialized variable: t,false,457,False
gigel-si-raspandirea-vestilor,cpp,1408462766,gigel-si-raspandirea-vestilor/1408462766.cpp,unreadVariable,style,27,13,Variable 'dist[1]' is assigned a value that is never used.,Variable 'dist[1]' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408471813,gigel-si-raspandirea-vestilor/1408471813.cpp,useStlAlgorithm,style,47,15,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408477586,gigel-si-raspandirea-vestilor/1408477586.cpp,unreadVariable,style,13,25,Variable 'timestamp' is assigned a value that is never used.,Variable 'timestamp' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408477586,gigel-si-raspandirea-vestilor/1408477586.cpp,variableScope,style,29,9,The scope of the variable 'node' can be reduced.,"The scope of the variable 'node' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1408477586,gigel-si-raspandirea-vestilor/1408477586.cpp,unreadVariable,style,33,16,Variable 'ok' is assigned a value that is never used.,Variable 'ok' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408480122,gigel-si-raspandirea-vestilor/1408480122.cpp,uninitvar,warning,34,23,Uninitialized variable: adj,Uninitialized variable: adj,false,457,False
gigel-si-raspandirea-vestilor,cpp,1408484773,gigel-si-raspandirea-vestilor/1408484773.cpp,passedByValue,performance,16,37,Function parameter 'graf' should be passed by const reference.,Parameter 'graf' is passed by value. It could be passed as a const reference which is usually faster and recommended in C++.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408485381,gigel-si-raspandirea-vestilor/1408485381.cpp,constParameterReference,style,16,38,Parameter 'graf' can be declared as reference to const,Parameter 'graf' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408485743,gigel-si-raspandirea-vestilor/1408485743.cpp,constParameterReference,style,16,38,Parameter 'graf' can be declared as reference to const,Parameter 'graf' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408492463,gigel-si-raspandirea-vestilor/1408492463.cpp,variableScope,style,17,9,The scope of the variable 'last' can be reduced.,"The scope of the variable 'last' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1408492463,gigel-si-raspandirea-vestilor/1408492463.cpp,unreadVariable,style,24,14,Variable 'last' is assigned a value that is never used.,Variable 'last' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408492463,gigel-si-raspandirea-vestilor/1408492463.cpp,uninitvar,warning,32,26,Uninitialized variable: edge,Uninitialized variable: edge,false,457,False
gigel-si-raspandirea-vestilor,cpp,1408492463,gigel-si-raspandirea-vestilor/1408492463.cpp,useStlAlgorithm,style,41,15,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408492993,gigel-si-raspandirea-vestilor/1408492993.cpp,passedByValue,performance,9,46,Function parameter 'adj' should be passed by const reference.,Parameter 'adj' is passed by value. It could be passed as a const reference which is usually faster and recommended in C++.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408493418,gigel-si-raspandirea-vestilor/1408493418.cpp,shadowVariable,style,31,13,Local variable 'n' shadows outer variable,Local variable 'n' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408493418,gigel-si-raspandirea-vestilor/1408493418.cpp,useStlAlgorithm,style,46,13,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408493422,gigel-si-raspandirea-vestilor/1408493422.cpp,shadowVariable,style,31,13,Local variable 'n' shadows outer variable,Local variable 'n' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408493422,gigel-si-raspandirea-vestilor/1408493422.cpp,useStlAlgorithm,style,46,13,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408504807,gigel-si-raspandirea-vestilor/1408504807.cpp,useStlAlgorithm,style,49,13,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408520968,gigel-si-raspandirea-vestilor/1408520968.cpp,unusedStructMember,style,12,9,struct member 'Elev::id' is never used.,struct member 'Elev::id' is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408520968,gigel-si-raspandirea-vestilor/1408520968.cpp,unusedStructMember,style,12,13,struct member 'Elev::ts' is never used.,struct member 'Elev::ts' is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408526172,gigel-si-raspandirea-vestilor/1408526172.cpp,constParameterReference,style,11,60,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408527821,gigel-si-raspandirea-vestilor/1408527821.cpp,constParameterReference,style,8,42,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408529599,gigel-si-raspandirea-vestilor/1408529599.cpp,uninitMemberVarPrivate,warning,21,5,Member variable 'Task::n' is not initialized.,"Member variable 'Task::n' is not initialized. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1408529599,gigel-si-raspandirea-vestilor/1408529599.cpp,uninitMemberVarPrivate,warning,21,5,Member variable 'Task::m' is not initialized.,"Member variable 'Task::m' is not initialized. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
gigel-si-raspandirea-vestilor,cpp,1408529599,gigel-si-raspandirea-vestilor/1408529599.cpp,shadowMember,style,41,25,Argument 'source' shadows outer member,Argument 'source' shadows outer member,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408529599,gigel-si-raspandirea-vestilor/1408529599.cpp,constVariableReference,style,51,24,Variable 'neigh' can be declared as reference to const,Variable 'neigh' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408529599,gigel-si-raspandirea-vestilor/1408529599.cpp,useStlAlgorithm,style,64,18,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408530561,gigel-si-raspandirea-vestilor/1408530561.cpp,shadowArgument,style,16,13,Local variable 'node' shadows outer argument,Local variable 'node' shadows outer argument,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408530561,gigel-si-raspandirea-vestilor/1408530561.cpp,constParameterReference,style,9,42,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408530607,gigel-si-raspandirea-vestilor/1408530607.cpp,shadowArgument,style,16,13,Local variable 'node' shadows outer argument,Local variable 'node' shadows outer argument,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408530607,gigel-si-raspandirea-vestilor/1408530607.cpp,constParameterReference,style,9,42,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408530842,gigel-si-raspandirea-vestilor/1408530842.cpp,constParameterReference,style,9,46,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408531548,gigel-si-raspandirea-vestilor/1408531548.cpp,useStlAlgorithm,style,42,38,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408531685,gigel-si-raspandirea-vestilor/1408531685.cpp,unreadVariable,style,12,16,Variable 'drumuri' is assigned a value that is never used.,Variable 'drumuri' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408532339,gigel-si-raspandirea-vestilor/1408532339.cpp,constVariableReference,style,21,24,Variable 'neigh' can be declared as reference to const,Variable 'neigh' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408532339,gigel-si-raspandirea-vestilor/1408532339.cpp,constParameterReference,style,9,38,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408532626,gigel-si-raspandirea-vestilor/1408532626.cpp,unreadVariable,style,29,9,Variable 'time' is assigned a value that is never used.,Variable 'time' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408543362,gigel-si-raspandirea-vestilor/1408543362.cpp,constVariableReference,style,31,20,Variable 'neigh' can be declared as reference to const,Variable 'neigh' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408550974,gigel-si-raspandirea-vestilor/1408550974.cpp,shadowVariable,style,10,14,Argument 'x' shadows outer variable,Argument 'x' shadows outer variable,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408554671,gigel-si-raspandirea-vestilor/1408554671.cpp,unreadVariable,style,26,11,Variable 'viz[1]' is assigned a value that is never used.,Variable 'viz[1]' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408554891,gigel-si-raspandirea-vestilor/1408554891.cpp,useStlAlgorithm,style,45,13,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408557273,gigel-si-raspandirea-vestilor/1408557273.cpp,constParameterReference,style,8,38,Parameter 'adj' can be declared as reference to const,Parameter 'adj' can be declared as reference to const,false,398,False
gigel-si-raspandirea-vestilor,cpp,1408557604,gigel-si-raspandirea-vestilor/1408557604.cpp,constParameterReference,style,10,31,Parameter 'fr' can be declared as reference to const,Parameter 'fr' can be declared as reference to const,false,398,False
