submission_id,file,language,score,model_prediction,final_algorithm,decision_source,probability,second_algorithm,second_probability,margin,p_DFS_TOPOLOGICAL_ORDER_CHECK,p_KAHN_TOPOLOGICAL_ORDER_CHECK,p_DEGREE_BASED_HEURISTIC,p_SINGLE_PIVOT_FORWARD_REVERSE_DFS,p_REPEATED_DFS_REACHABILITY,p_REPEATED_BFS_REACHABILITY,p_FLOYD_WARSHALL_REACHABILITY,p_UNKNOWN
1360496791,organizare-mafiota/submissions/1360496791.cpp,cpp,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.9296875,DFS_TOPOLOGICAL_ORDER_CHECK,0.031738281,0.897949219,0.031738281,0.9296875,0.013305664,0.005523682,0.001800537,0.0027771,0.002029419,0.01171875
1370607970,organizare-mafiota/submissions/1370607970.cpp,cpp,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,manual_gold,0.9609375,DEGREE_BASED_HEURISTIC,0.015563965,0.945373535,0.009460449,0.9609375,0.015563965,0.002883911,0.001541138,0.002380371,0.00164032,0.003936768
1378126300,organizare-mafiota/submissions/1378126300.java,java,5,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.53125,FLOYD_WARSHALL_REACHABILITY,0.092285156,0.438964844,0.049316406,0.53125,0.081542969,0.029907227,0.081542969,0.071777344,0.092285156,0.063476563
1378130544,organizare-mafiota/submissions/1378130544.java,java,2.5,UNKNOWN,UNKNOWN,uncertain_unknown,0.249023438,REPEATED_DFS_REACHABILITY,0.194335938,0.0546875,0.043212891,0.117675781,0.071289063,0.081054688,0.194335938,0.151367188,0.091796875,0.249023438
1378138561,organizare-mafiota/submissions/1378138561.java,java,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.9453125,DEGREE_BASED_HEURISTIC,0.025268555,0.920043945,0.010498047,0.9453125,0.025268555,0.004394531,0.002349854,0.00302124,0.001831055,0.005645752
1378139766,organizare-mafiota/submissions/1378139766.cpp,cpp,50,DFS_TOPOLOGICAL_ORDER_CHECK,DFS_TOPOLOGICAL_ORDER_CHECK,manual_gold,0.859375,KAHN_TOPOLOGICAL_ORDER_CHECK,0.054931641,0.804443359,0.859375,0.054931641,0.013916016,0.029418945,0.01574707,0.005126953,0.005126953,0.01574707
1378143030,organizare-mafiota/submissions/1378143030.java,java,12.5,FLOYD_WARSHALL_REACHABILITY,FLOYD_WARSHALL_REACHABILITY,probability_model,0.484375,REPEATED_DFS_REACHABILITY,0.122070313,0.362304688,0.02734375,0.107910156,0.03515625,0.02734375,0.122070313,0.07421875,0.484375,0.122070313
1378150681,organizare-mafiota/submissions/1378150681.cpp,cpp,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.75390625,DFS_TOPOLOGICAL_ORDER_CHECK,0.090332031,0.663574219,0.090332031,0.75390625,0.079589844,0.029296875,0.012207031,0.010803223,0.008422852,0.01385498
1378150766,organizare-mafiota/submissions/1378150766.cpp,cpp,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.8515625,DFS_TOPOLOGICAL_ORDER_CHECK,0.08984375,0.76171875,0.08984375,0.8515625,0.025756836,0.009460449,0.003265381,0.004760742,0.00239563,0.012145996
1391186585,organizare-mafiota/submissions/1391186585.cpp,cpp,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.90234375,UNKNOWN,0.034912109,0.867431641,0.016479492,0.90234375,0.024047852,0.0078125,0.003463745,0.006896973,0.004730225,0.034912109
1391688758,organizare-mafiota/submissions/1391688758.cpp,cpp,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,manual_gold,0.93359375,UNKNOWN,0.021972656,0.911621094,0.013305664,0.93359375,0.013305664,0.006286621,0.002792358,0.006286621,0.002792358,0.021972656
1391740445,organizare-mafiota/submissions/1391740445.java,java,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.7734375,DEGREE_BASED_HEURISTIC,0.134765625,0.638671875,0.034179688,0.7734375,0.134765625,0.030029297,0.006713867,0.004058838,0.005218506,0.009765625
1391779860,organizare-mafiota/submissions/1391779860.cpp,cpp,45,UNKNOWN,DEGREE_BASED_HEURISTIC,manual_review,0.61328125,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.154296875,0.458984375,0.044189453,0.012695313,0.13671875,0.154296875,0.016357422,0.012695313,0.011230469,0.61328125
1391779874,organizare-mafiota/submissions/1391779874.cpp,cpp,47.5,DEGREE_BASED_HEURISTIC,DEGREE_BASED_HEURISTIC,probability_model,0.578125,UNKNOWN,0.1875,0.390625,0.032714844,0.010620117,0.578125,0.166015625,0.007293701,0.010620117,0.007293701,0.1875
1391779888,organizare-mafiota/submissions/1391779888.cpp,cpp,50,UNKNOWN,DEGREE_BASED_HEURISTIC,manual_gold,0.83203125,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.068359375,0.763671875,0.028442383,0.005615234,0.032226563,0.068359375,0.015258789,0.009216309,0.009216309,0.83203125
1391831540,organizare-mafiota/submissions/1391831540.java,java,12.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,manual_review,0.94140625,REPEATED_BFS_REACHABILITY,0.025146484,0.916259766,0.000667572,0.000972748,0.000759125,0.004943848,0.94140625,0.025146484,0.01953125,0.005615234
1391831565,organizare-mafiota/submissions/1391831565.java,java,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.8125,DEGREE_BASED_HEURISTIC,0.097167969,0.715332031,0.031494141,0.8125,0.097167969,0.019165039,0.007019043,0.006195068,0.007019043,0.019165039
1391864412,organizare-mafiota/submissions/1391864412.cpp,cpp,15,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.88671875,REPEATED_BFS_REACHABILITY,0.050048828,0.836669922,0.003005981,0.002487183,0.003005981,0.012634277,0.88671875,0.050048828,0.030273438,0.012634277
1391864462,organizare-mafiota/submissions/1391864462.cpp,cpp,15,REPEATED_BFS_REACHABILITY,REPEATED_BFS_REACHABILITY,manual_review,0.6484375,REPEATED_DFS_REACHABILITY,0.26953125,0.37890625,0.001106262,0.000858307,0.000713348,0.004364014,0.26953125,0.6484375,0.053222656,0.022216797
1391864553,organizare-mafiota/submissions/1391864553.cpp,cpp,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.90234375,DFS_TOPOLOGICAL_ORDER_CHECK,0.034912109,0.867431641,0.034912109,0.90234375,0.016479492,0.008850098,0.002700806,0.004180908,0.003692627,0.02722168
1391864700,organizare-mafiota/submissions/1391864700.cpp,cpp,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.94140625,DFS_TOPOLOGICAL_ORDER_CHECK,0.022094727,0.919311523,0.022094727,0.94140625,0.010437012,0.004943848,0.001930237,0.003845215,0.002197266,0.013427734
